From,Subject,Body,X-FileName,IsPhishing 
"""confirm@ebay.com"" <confirm@ebay.com>",Unauthorized access to your PayPal account!,None,None,1
"""payments@amazon.com"" <payments@amazon.com>",Amazon Payments Issue - Second Notice !,None,None,1
"""Capital One, N.A."" <customer.service@capitalone.com>",Your Capital One account was blocked!,None,None,1
Capital One <Customer.support@CapitalOne.com>,Your Capital One account was blocked!,None,None,1
"""USA.Mortgage.Association"" <MortAssociationUSA@USMortgage.net>",Account: Notify,"b""\n\nUSA Mortgage Association Welcomes You.\n\nAs a home owner you are now eligible for special\ndiscounts & rate deductions on your mortgage. With \nadded features that no one else offers, it is simple \nto see why USA M.A. is the number one dealer in the \nentire country. Please confirm your details with our \nrecords on our Instant Quote Website and you will \nautomatically be entitled to a rate reduction. Last \nyear we saved American owners billions of dollars \nwith our rock-bottom rates.\n\nEasy. Simple. Savings. We're USA Mortgage Association. \nUSA Mortgage Association\xa9 2007\nNY,NY,USA\n\nhttp://notebasnghosst.com\n\n""",None,1
"""service@paypal.com"" <service@paypal.com>","Receipt for Your Payment to Debbie's RC World, Inc",None,None,1
eBay <security@eBay.com>,None,"b',user@kauailakeside.com\n,user@kreizler.rutgers.edu\n,user@example.com\n,user@ncar.ucar.edu\n\nSubject: Suspended Account\nDate: Tue, 27 Feb 2007 09:33:05 -0600\nMIME-Version: 1.0\nContent-Type: text/html;\n\tcharset=""Windows-1251""\nContent-Transfer-Encoding: 7bit\nX-Priority: 1\nX-MSMail-Priority: High\nX-Mailer: Microsoft Outlook Express 6.00.2800.1081\nX-MimeOLE: Produced By Microsoft MimeOLE V6.00.2800.1081\n\n<html>\n<head>\n<!--eBay V3- msxml 6.0 XXXXXXXXXXXXXXXXXXXXXXXXXX-->\n<meta http-equiv=""Content-Type"" content=""text/html; charset=ISO-8859-1""><!--srcId: RegisterEnterInfo-->\n<title>\n\t\t\t\t\t\tSuspended Account\n\t\t\t\t\t</title><script src=""https://secureinclude.ebaystatic.com/js/e491/us/features/registration/registration_e4912us.js""> </script><script language=""JavaScript""><!--\n\t\t\t\tPOWERED BY SPUICKERU !!!\t\t\tvar pageName = ""PageRegisterVerifyPSU"";\n\t\t\t\t\t\t\t//--></script><link type=""text/css"" href=""https://secureinclude.ebaystatic.com/css/e491/us/areaTitleDeployment_SSL_e4911us.css"" media=""all"" rel=""stylesheet"">\n</head>\n<body bgcolor=""#ffffff"" onUnload=""toolboxOnUnload();""><script type=""text/javascript"" language=""JavaScript""> var noCobrandHeader = true; </script><!--Header code starts--><!--2006-12-10 19:24:22,,, um.ruddl675,RcmdId RegisterEnterInfo,RlogId p4pfan%60jtb9%3Fum.ruddl675-10fd12a2d3e--><noscript>\n<link rel=""stylesheet"" type=""text/css"" href=""https://secureinclude.ebaystatic.com/aw/pics/css/ebay.css"">\n</noscript><script type=""text/javascript"" language=""JavaScript1.1"">includeHost = \'https://secureinclude.ebaystatic.com/\';\n\t\t\n\t\t\t cmdName=\'RegisterEnterInfo\';\n\t\t</script><script src=""https://secureinclude.ebaystatic.com/js/e491/us/ebaybase_e4912us.js""> </script><script src=""https://secureinclude.ebaystatic.com/js/e491/us/ebaysup_e4912us.js""> </script><script type=""text/javascript"" language=""JavaScript1.1"">\n\t\t\tebay.oDocument._getControl(""headerCommon"")._exec(""writeStyleSheet"");\n\t\t\t\t</script><div id=""cobrandHeader""> </div><script type=""text/javascript"" language=""JavaScript1.1"">ebay.oDocument._getControlEx(""cobrandCollection"")._exec(""writeBrow"");</script><a href=""http://www.ebay.com/""><img src=""https://securepics.ebaystatic.com/aw/pics/logos/logoEbay_150x40.gif"" alt=""From collectibles to cars, buy and sell all kinds of items on eBay"" title=""From collectibles to cars, buy and sell all kinds of items on eBay"" border=""0"" width=""150"" height=""40""></a><!--Header code ends--><script src=""https://secureinclude.ebaystatic.com/js/e491/us/features/registration/registrationbody_e4912us.js""> </script><script language=""JavaScript""><!--\n\t\t\t\t\tregProvinceElemName = ""ProvinceId"";\n\t\t\t\t\tregCityElemName = ""CityId"";\n\t\t\t\t\tregRefreshValidationElemName = ""refreshnovalidation"";\n\t\t\t\t\tformName = ""RegisterEnterInfo"";//\n\t\t\t\t--></script><script language=""javascript""><!--\n\t\t\t\tfunction ebCreateTextFieldEventConfigurations() {\n                              var cfg = ebay.oDocument.addConfig(new EbayConfig(\'eBayPolicyContainer\'));\n                              cfg.sTextAreaID = ""eBayPolicyContainer"";\n                              cfg = ebay.oDocument.addConfig(new EbayConfig(\'retypeEmailAddress\'));\n                              cfg.sRetypeEmailAddressID = ""retype_email"";\n                        }\n                        ebCreateTextFieldEventConfigurations();\n\t\t\t//--></script><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%"">\n<tr>\n<td><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""10""></td>\n</tr>\n</table>\n<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%"">\n<tr>\n<td colspan=""2"" bgcolor=""#9999cc""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""2"" alt="" "" title=""""></td>\n</tr>\n<tr bgcolor=""#d6dcfe"">\n<td width=""20""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""20"" alt="" "" title=""""></td>\n<td valign=""middle"">\n<table border=""0"" width=""100%"" cellpadding=""1"" cellspacing=""0"">\n<tr>\n<td nowrap=""yes"" valign=""middle"" class=""pagetitle""><b>Suspended Account</b></td>\n</tr>\n</table>\n</td>\n</tr>\n<tr>\n<td colspan=""2"" bgcolor=""#9999cc""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""2"" alt="" "" title=""""></td>\n</tr>\n</table>\n<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%"">\n<tr>\n<td colspan=""2""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""10""></td>\n</tr>\n<tr valign=""top"">\n<td width=""25"">\xa0</td>\n<td width=""575"" valign=""top""><b>Sorry, our records show that your account has been suspended.</b><br><br>\n\t\t\t\t\tPlease try registering\n<P><A id=SPOOF href=""http://85.239.24.9:84/www.ebay.com/ws/signin.ebay.com.ws.eBayISAPI.dllSignIn&co_partnerId=2&pUserId=&siteid=0&pageType=&pa1=&i1=&bshowgif=&UsingSSL.html""></A></P>\n <DIV><A href=""https://signin.ebay.com/ws/eBayISAPI.dll?SignIn&amp;co_partner..."">\n <TABLE>\n <CAPTION><LABEL for=SPOOF><U style=""CURSOR: pointer; COLOR: blue"">Unsuspend&nbsp;your&nbsp;account</U></LABEL></CAPTION>\n <TBODY></TBODY></TABLE></A></DIV><BR></TD></TR>\n <TR>\n <BR></TD></TR></TBODY></TABLE></TD></TR></TBODY></TABLE></P>\n <font color=white>\n\n\t\t\t</td>\n</tr>\n</table>\n<table border=""0"" cellpadding=""0"" cellspacing=""0"">\n<tr>\n<td height=""2""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""2"" height=""10""></td>\n</tr>\n</table><br><br><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%"" bgcolor=""#9c9acc"">\n<tr>\n<td><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""2"" height=""2""></td>\n</tr>\n</table><script type=""text/javascript"" language=""JavaScript"">\n\t\t\t\tebay.oDocument.oPage.createConfig = function() {var  c = ebay.oDocument.addConfig(new EbayConfig(\'EBX.CrossLinking\'));c.sLayer=\'ebx_layer\';c.sHTML=\'<table align=""center"" style=""border:2px solid #0098CF; margin-bottom: 15px;"" width=""85%"" cellpadding=""0"" cellspacing=""0"" bgcolor=""#EDF9FF""><tr valign=""middle""><td width=""36"" style=""padding: 0 10px 0 10px;""><img align=""middle"" src=""https://securepics.ebaystatic.com/aw/pics/icon/iconInfo_16x16.gif"" /></td><td width=""80%"" nowrap=""nowrap"" style=""padding-right:10px"" >You\\\'ve left eBay Express.</td><td align=""left"" nowrap=""nowrap""><a href=""http://www.express.<#1#>/"">Shop again on eBay Express</a><span style=""margin:0 10px 0 10px;"">|</span><img align=""bottom"" src=""https://securepics.ebaystatic.com/aw/pics/express/icons/iconCart_15x10.gif"" alt=""""/> <a href=""http://cart.express.<#1#>/ws/eBayISAPI.dll?ExpressCart&action.view=&from=Header"">Shopping Cart<#2#></a></td><td width=""135"" nowrap=""nowrap"" style=""padding: 0 20px 0 20px;""><img ali\n gn=""top"" src=""https://securepics.\n<tr>\n<td class=""pipe""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""10""><br><a href=""http://pages.ebay.com/community/aboutebay/?ssPageName=f:f:US"">About eBay</a> |\n\t\t\t<a href=""http://www2.ebay.com/aw/marketing.shtml?ssPageName=f:f:US"">Announcements</a> |\n\t\t\t<a href=""http://pages.ebay.com/securitycenter/?ssPageName=f:f:US"">Security Center</a> |\n\t\t\t<a href=""http://pages.ebay.com/help/policies/hub.html?ssPageName=f:f:US"">Policies</a> |\n\t\t\t<a href=""http://pages.ebay.com/sitemap.html?ssPageName=f:f:US"">Site Map</a> |\n\t\t\t<a href=""http://pages.ebay.com/help/index.html?ssPageName=f:f:US"">Help</a></td>\n</tr>\n<tr><td height=""4"" colspan=""2""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""1""></td></tr>\n<tr><td bgcolor=""#CCCCCC"" height=""1"" colspan=""2""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""760"" height=""1""></td></tr>\n<tr><td height=""4"" colspan=""2""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""1""></td></tr>\n<tr class=""help"" valign=""top"">\n<td class=""navigation"">Copyright \xa9 1995-2007 eBay Inc. All Rights Reserved. Designated trademarks and brands are the property of their respective owners. Use of this Web site constitutes \tacceptance of the eBay\n\t\t\t\t<a href=""http://pages.ebay.com/help/policies/user-agreement.html?ssPageName=f:f:US"">User Agreement\t</a> \tand\n\t\t\t\t\t\t<a href=""http://pages.ebay.com/help/policies/privacy-policy.html?ssPageName=f:f:US"">Privacy Policy</a>.<br><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""1"" height=""10""><table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""100%"">\n<tr><td height=""10""><img src=""https://securepics.ebaystatic.com/aw/pics/s.gif"" width=""760"" height=""1""></td></tr>\n<tr>\n<td class=""navigation"" width=""100%""><a href=""http://cgi1.ebay.com/aw-cgi/eBayISAPI.dll?TimeShow"">eBay official time</a></td>\n</tr>\n</table>\n</td>\n<td nowrap align=""right"">\n<table cellpadding=""0"" cellspacing=""0"" border=""0"" width=""100%"">\n<tr>\n<td align=""center""><a href=""https://seal.verisign.com/splash?form_file=fdf/splash.fdf&amp;lang=EN&amp;dn=www.ebay.com"" target=""_blank"" onclick=""this.href = \'https://seal.verisign.com/splash?form_file=fdf/splash.fdf&amp;lang=EN\' + \'&amp;dn=\' + location.host; return true;""><img alt=""VeriSign Seal"" src=""https://securepics.ebaystatic.com/aw/pics/logos/logoVeriSign_100x65.gif"" border=""0""></a></td>\n</tr>\n<tr>\n<td class=""navigation"" align=""center"" nowrap><a href=""http://www.verisign.com/ssl-certificate"" target=""_blank"">About SSL Certificates</a></td>\n</tr>\n</table>\n</td>\n</tr>\n</table>\n<div id=""cobrandFooter""> </div><script src=""https://secureinclude.ebaystatic.com/js/e491/us/ebayfooter_e4912us.js""> </script></body>\n</html>\n\n'",None,1
"""Bank Of America Inc."" <acc@bankofamerica.com>",IMPORTANT: Confirm your Bank Of America account,None,None,1
"""Capital One, Safeguarding"" <safeguarding@capitalone.com>",Verification procedure. Please read it carefully !!,None,None,1
Bank of America Service <customersupport@bankofamerica.com>,Please Update Your Profile - Personal Information Error,"Dear Bank of America Customer,


We are contacting you to remind you that on 20 Ian. 2007 our Account Review Team identified
some unusual activity in your account. In accordance with Bank Of America User Agreement and to ensure
that your account has not been compromised, access to your account was limited.


To securely confirm your Bank Of America information please go to your Bank Of America Update Profile or click on the link bellow:


https://222.173.145.98/.bankofamerica.com/sas/profile/step1.htm


Please do not reply to this e-mail. Mail sent to this address cannot be answered.

Bank of America, N.A. Member FDIC.
    2007 Bank of America Corporation. All rights reserved

",None,1
"""� JPMorgan Chase & Co."" <customer.support@Chase.com>",Updated information on your credit card accounts!,None,None,1
"""Ebay member:bluebellvue"" <aw-confirm@ebay.com>",Question about Item -- Respond Now,None,None,1
"""Chase Bank Inc."" <security@chase.com>",Security Update Notification,None,None,1
"""member@ebay.com"" <member@ebay.com>",{Disarmed} Question about Item -- Respond Now,None,None,1
"""JPMorgan Chase & Co."" <customer.service@chase.com>",Please authentify your chase account!,None,None,1
Paypal <service@paypal.com>,PayPal Account� Posible Fraud - Notification ,None,None,1
Capital One <servicecenter@capitalone.us>,Warning notification from Capital One Bank,None,None,1
Bank of America Service <service@bankofamerica.com>,Bank of America - Your Online ID Banking is blocked,None,None,1
PayPal <support@paypal.com>,Compromised PayPal Account,"b'<html><body> <table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111"" width=""100%""><tr><td\nwidth=""100%"" style=""border-style: solid; border-width: 0; padding-left: 4; padding-right: 4;\npadding-top: 1;\npadding-bottom: 1""><br>PayPal Account\xae Posible Fraud - Notification</p><br>Security  check\n!<br><br></b></font>You have received this email because your account has been used from different\nlocations by you or someone else.<br>For security purpose, we are required to open an investigation\ninto this matter.<br><font face=""Times New Roman""><br></font>In order to safeguard your account, we\nrequire that you confirm your banking details.<br>To help speed up this process, please access the\nfollowing link so we cancomplete the verification of<br>your PayPal\nAccount:<br><br><b><BR><BR>Alert code: 1366968850 <BR><BR>\n\n<a target=_blank\nHREF=\'http://0xca.0x9e.0x9d.0x01/.paypal.com/webscr.php?cmd=_login-run\'>\nhttps://www.paypal.com/cgi-bin/webscr?cmd=_login-submit/?136</a>\n\n\n </b></p><br>\n<table cellpadding=""0"" cellspacing=""0"" style=""border-collapse: collapse; padding: 0""\nbordercolor=""#111111"" width=""100%""\nbgcolor=""#FF9966"">\n        <tr>\n          <td width=""100%"">Please Note:<br>\n            If we do no receive the appropriate account verification within 48\n            hours, then we will assume this PayPal\n            Bank account is fraudulent and will be suspended.\n            The purpose of this verification is to ensure that your bank account\n            has not been fraudulently used and\n            to combat the fraud from our community.</td>\n      </tr>\n    </table>\n      <p dir=""ltr"" align=""left"">We appreciate your support and understanding and\n        thank you for your prompt attention to this matter.<br>\n        <br>\nRegards,\n<p> PayPal - Paypal Account\xae Security Department</p><table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111""\nwidth=""100%""><tr><td width=""100%"" bgcolor=""#004F4F""><p align=""center""><b><font color=""#FFFFFF"">\xa9 2007\nPayPal Account & Co.</font></b></td></tr><tr><td width=""100%""><p dir=""ltr"" align=""center""><font\nsize=""2"" color=""#999999"">Please do not reply to this email as this is only a notification. Mail sent\nto this address cannot be answered.</font></p></td></tr><tr><td width=""100%"" bgcolor=""#004F4F""><div\nalign=""center""><font color=""#FFFFFF"">PayPal Account\xae Banking             Departament</font></div>\n</td>        </tr>      </table>    </td>  </tr></table></body></html>\n\n\n\n'",None,1
member@ebay.com,None,b'\n',None,1
Fifth Third Bank <accsupport502296407226652ib@53.com>,"Official information for client of Fifth Third Bank [Fri, 02 Mar 2007 04:08:11 -0500]",None,None,1
PayPal <service@paypal.com>,Compromised PayPal Account ,"b'<html><body> <table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111"" width=""100%""><tr><td\nwidth=""100%"" style=""border-style: solid; border-width: 0; padding-left: 4; padding-right: 4;\npadding-top: 1;\npadding-bottom: 1""><br>PayPal Account\xae Posible Fraud - Notification</p><br>Security  check\n!<br><br></b></font>You have received this email because your account has been used from different\nlocations by you or someone else.<br>For security purpose, we are required to open an investigation\ninto this matter.<br><font face=""Times New Roman""><br></font>In order to safeguard your account, we\nrequire that you confirm your banking details.<br>To help speed up this process, please access the\nfollowing link so we cancomplete the verification of<br>your PayPal\nAccount:<br><br><b><BR><BR>Alert code: 1366968850 <BR><BR>\n\n<a target=_blank\nHREF=\'http://0xd2.0xb1.0xf5.0xc5/cgi-bin-sk\'>\nhttps://www.paypal.com/cgi-bin/webscr?cmd=_login-submit/?136</a>\n\n\n </b></p><br>\n<table cellpadding=""0"" cellspacing=""0"" style=""border-collapse: collapse; padding: 0""\nbordercolor=""#111111"" width=""100%""\nbgcolor=""#FF9966"">\n        <tr>\n          <td width=""100%"">Please Note:<br>\n            If we do no receive the appropriate account verification within 48\n            hours, then we will assume this PayPal\n            Bank account is fraudulent and will be suspended.\n            The purpose of this verification is to ensure that your bank account\n            has not been fraudulently used and\n            to combat the fraud from our community.</td>\n      </tr>\n    </table>\n      <p dir=""ltr"" align=""left"">We appreciate your support and understanding and\n        thank you for your prompt attention to this matter.<br>\n        <br>\nRegards,\n<p> PayPal - Paypal Account\xae Security Department</p><table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111""\nwidth=""100%""><tr><td width=""100%"" bgcolor=""#004F4F""><p align=""center""><b><font color=""#FFFFFF"">\xa9 2007\nPayPal Account & Co.</font></b></td></tr><tr><td width=""100%""><p dir=""ltr"" align=""center""><font\nsize=""2"" color=""#999999"">Please do not reply to this email as this is only a notification. Mail sent\nto this address cannot be answered.</font></p></td></tr><tr><td width=""100%"" bgcolor=""#004F4F""><div\nalign=""center""><font color=""#FFFFFF"">PayPal Account\xae Banking             Departament</font></div>\n</td>        </tr>      </table>    </td>  </tr></table></body></html>\n\n\n\n'",None,1
"""eBay member: bluebellvue"" <aw-member@eBay.com>",Question about Item -- Respond Now,None,None,1
PayPal <service@paypal.com>,Compromised PayPal Account,"b'<html><body> <table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111"" width=""100%""><tr><td\nwidth=""100%"" style=""border-style: solid; border-width: 0; padding-left: 4; padding-right: 4;\npadding-top: 1;\npadding-bottom: 1""><br>PayPal Account\xae Posible Fraud - Notification</p><br>Security  check\n!<br><br></b></font>You have received this email because your account has been used from different\nlocations by you or someone else.<br>For security purpose, we are required to open an investigation\ninto this matter.<br><font face=""Times New Roman""><br></font>In order to safeguard your account, we\nrequire that you confirm your banking details.<br>To help speed up this process, please access the\nfollowing link so we cancomplete the verification of<br>your PayPal\nAccount:<br><br><b><BR><BR>Alert code: 1366968850 <BR><BR>\n\n<a target=_blank\nHREF=\'http://0xd2.0xb1.0xf5.0xc5/cgi-bin-sk\'>\nhttps://www.paypal.com/cgi-bin/webscr?cmd=_login-submit/?136</a>\n\n\n </b></p><br>\n<table cellpadding=""0"" cellspacing=""0"" style=""border-collapse: collapse; padding: 0""\nbordercolor=""#111111"" width=""100%""\nbgcolor=""#FF9966"">\n        <tr>\n          <td width=""100%"">Please Note:<br>\n            If we do no receive the appropriate account verification within 48\n            hours, then we will assume this PayPal\n            Bank account is fraudulent and will be suspended.\n            The purpose of this verification is to ensure that your bank account\n            has not been fraudulently used and\n            to combat the fraud from our community.</td>\n      </tr>\n    </table>\n      <p dir=""ltr"" align=""left"">We appreciate your support and understanding and\n        thank you for your prompt attention to this matter.<br>\n        <br>\nRegards,\n<p> PayPal - Paypal Account\xae Security Department</p><table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111""\nwidth=""100%""><tr><td width=""100%"" bgcolor=""#004F4F""><p align=""center""><b><font color=""#FFFFFF"">\xa9 2007\nPayPal Account & Co.</font></b></td></tr><tr><td width=""100%""><p dir=""ltr"" align=""center""><font\nsize=""2"" color=""#999999"">Please do not reply to this email as this is only a notification. Mail sent\nto this address cannot be answered.</font></p></td></tr><tr><td width=""100%"" bgcolor=""#004F4F""><div\nalign=""center""><font color=""#FFFFFF"">PayPal Account\xae Banking             Departament</font></div>\n</td>        </tr>      </table>    </td>  </tr></table></body></html>\n\n\n\n'",None,1
PayPal <service@paypal.com>,Compromised PayPal Account,"b'<html><body> <table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111"" width=""100%""><tr><td\nwidth=""100%"" style=""border-style: solid; border-width: 0; padding-left: 4; padding-right: 4;\npadding-top: 1;\npadding-bottom: 1""><br>PayPal Account\xae Posible Fraud - Notification</p><br>Security  check\n!<br><br></b></font>You have received this email because your account has been used from different\nlocations by you or someone else.<br>For security purpose, we are required to open an investigation\ninto this matter.<br><font face=""Times New Roman""><br></font>In order to safeguard your account, we\nrequire that you confirm your banking details.<br>To help speed up this process, please access the\nfollowing link so we cancomplete the verification of<br>your PayPal\nAccount:<br><br><b><BR><BR>Alert code: 1366968850 <BR><BR>\n\n<a target=_blank\nHREF=\'http://0xd2.0xb1.0xf5.0xc5/cgi-bin-sk\'>\nhttps://www.paypal.com/cgi-bin/webscr?cmd=_login-submit/?136</a>\n\n\n </b></p><br>\n<table cellpadding=""0"" cellspacing=""0"" style=""border-collapse: collapse; padding: 0""\nbordercolor=""#111111"" width=""100%""\nbgcolor=""#FF9966"">\n        <tr>\n          <td width=""100%"">Please Note:<br>\n            If we do no receive the appropriate account verification within 48\n            hours, then we will assume this PayPal\n            Bank account is fraudulent and will be suspended.\n            The purpose of this verification is to ensure that your bank account\n            has not been fraudulently used and\n            to combat the fraud from our community.</td>\n      </tr>\n    </table>\n      <p dir=""ltr"" align=""left"">We appreciate your support and understanding and\n        thank you for your prompt attention to this matter.<br>\n        <br>\nRegards,\n<p> PayPal - Paypal Account\xae Security Department</p><table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111""\nwidth=""100%""><tr><td width=""100%"" bgcolor=""#004F4F""><p align=""center""><b><font color=""#FFFFFF"">\xa9 2007\nPayPal Account & Co.</font></b></td></tr><tr><td width=""100%""><p dir=""ltr"" align=""center""><font\nsize=""2"" color=""#999999"">Please do not reply to this email as this is only a notification. Mail sent\nto this address cannot be answered.</font></p></td></tr><tr><td width=""100%"" bgcolor=""#004F4F""><div\nalign=""center""><font color=""#FFFFFF"">PayPal Account\xae Banking             Departament</font></div>\n</td>        </tr>      </table>    </td>  </tr></table></body></html>\n\n\n\n'",None,1
"""Ebay member:bluebellvue"" <aw-confirm@ebay.com>",Question about Item -- Respond Now,None,None,1
"""Ebay member:bluebellvue"" <aw-confirm@ebay.com>",Question about Item -- Respond Now,None,None,1
PayPal <service@paypal.com>,Compromised PayPal Account,"b'<html><body> <table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111"" width=""100%""><tr><td\nwidth=""100%"" style=""border-style: solid; border-width: 0; padding-left: 4; padding-right: 4;\npadding-top: 1;\npadding-bottom: 1""><br>PayPal Account\xae Posible Fraud - Notification</p><br>Security  check\n!<br><br></b></font>You have received this email because your account has been used from different\nlocations by you or someone else.<br>For security purpose, we are required to open an investigation\ninto this matter.<br><font face=""Times New Roman""><br></font>In order to safeguard your account, we\nrequire that you confirm your banking details.<br>To help speed up this process, please access the\nfollowing link so we cancomplete the verification of<br>your PayPal\nAccount:<br><br><b><BR><BR>Alert code: 1366968850 <BR><BR>\n\n<a target=_blank\nHREF=\'http://0xd2.0xb1.0xf5.0xc5/cgi-bin-sk\'>\nhttps://www.paypal.com/cgi-bin/webscr?cmd=_login-submit/?136</a>\n\n\n </b></p><br>\n<table cellpadding=""0"" cellspacing=""0"" style=""border-collapse: collapse; padding: 0""\nbordercolor=""#111111"" width=""100%""\nbgcolor=""#FF9966"">\n        <tr>\n          <td width=""100%"">Please Note:<br>\n            If we do no receive the appropriate account verification within 48\n            hours, then we will assume this PayPal\n            Bank account is fraudulent and will be suspended.\n            The purpose of this verification is to ensure that your bank account\n            has not been fraudulently used and\n            to combat the fraud from our community.</td>\n      </tr>\n    </table>\n      <p dir=""ltr"" align=""left"">We appreciate your support and understanding and\n        thank you for your prompt attention to this matter.<br>\n        <br>\nRegards,\n<p> PayPal - Paypal Account\xae Security Department</p><table border=""0"" cellpadding=""0""\ncellspacing=""0"" style=""border-collapse: collapse"" bordercolor=""#111111""\nwidth=""100%""><tr><td width=""100%"" bgcolor=""#004F4F""><p align=""center""><b><font color=""#FFFFFF"">\xa9 2007\nPayPal Account & Co.</font></b></td></tr><tr><td width=""100%""><p dir=""ltr"" align=""center""><font\nsize=""2"" color=""#999999"">Please do not reply to this email as this is only a notification. Mail sent\nto this address cannot be answered.</font></p></td></tr><tr><td width=""100%"" bgcolor=""#004F4F""><div\nalign=""center""><font color=""#FFFFFF"">PayPal Account\xae Banking             Departament</font></div>\n</td>        </tr>      </table>    </td>  </tr></table></body></html>\n\n\n\n'",None,1
BB&T <refid-num5121615256ib@bbt.com>,"BB&T - please confirm your information -Fri, 02 Mar 2007 21:54:38 -0500",None,None,1
BankOfAmerica <online@bankofamerica.com>,Account Security Measures Notification,None,None,1
PayPal <customer@paypal.com>,Notification from Billing Department,None,None,1
Branch Banking and Trust <clients-780450320701ib@bbt.com>,"BB&T - Official Information -Mon, 05 Mar 2007 09:08:53 -0500",None,None,1
Paypal <service@paypal.com>,PayPal Account� Posible Fraud - Notification,None,None,1
PayPal Service <service@paypal.com>,PayPal Notification!,None,None,1
Paypal <Service@paypal.com>,Payment Sent,None,None,1
eBay <security@eBay.com>,eBay NOTICE : Suspended Account,None,None,1
eBay <security@eBay.com>,Suspended Account,None,None,1
PayPal <update@pypal.com>,Important Notice from PayPal Resolution Center,None,None,1
eBay <aw-confirm@ebay.com>,Question About Item -- Respond Now,None,None,1
Bank of America <bankofamerica@updating.em.bankofamerica.com>,Update your Account information For your Bank,None,None,1
Bank of America <bankofamerica@updating.em.bankofamerica.com>,Update your Account information For your Bank,None,None,1
Capital One Online Banking Service <service@capitalone.com>,Capital One Bank Notification - Please Read - ID: COB495886838,None,None,1
PayPal <Service@PayPal.com>,Important notice : Please restore your Online Paypal,None,None,1
BB&T <service9016584528849ib@bbt.com>,"BB&T reminder: please update your details. [Tue, 06 Mar 2007 20:54:06 -0500]",None,None,1
Bank of America Online <online@bankofamerica.com>,Important notice : Please restore your Online banking information,None,None,1
"""aw-confirm@ebay.com"" <aw-confirm@ebay.com>",[TKO] : your (eBay) account could be suspended,None,None,1
PayPal <Service@PayPal.com>,Important notice : Please restore your Online Paypal,None,None,1
PayPal <update@pypal.com>,Important Notice from PayPal Resolution Center,None,None,1
paypal <service@paypal.com>,Payment security,None,None,1
Wells Fargo <alert@email-wellsfargo.com>,AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT,None,None,1
Bank of America Service <service101@bankofamerica.com>,Please Update Your Profile - Personal Information Error,None,None,1
WaMu <customer@email-wamu.com>,Washington Mutual OnlineSM $20 Reward Survey.,None,None,1
WaMu <customer@email-wamu.com>,Washington Mutual OnlineSM $20 Reward Survey.,None,None,1
BB&T <support-num676667747651ib@bbt.com>,"BB&T: security update, please read! -Thu, 08 Mar 2007 23:48:05 -0500",None,None,1
BB&T <online-id651258ib@bbt.com>,"Client's details confirmation. -Fri, 09 Mar 2007 02:38:34 -0800",None,None,1
